timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2023-12-09 18:14:00+00:00,2351.5095,2351.5095,2351.5095,0,2351.5095,0.0,0.0,ETH/USD
2023-12-09 18:15:00+00:00,2352.84,2352.84,2352.355,0,2352.355,0.0,0.0,ETH/USD
2023-12-09 18:18:00+00:00,2354.5455,2355.156,2353.26,1,2353.26,0.093919391,2353.26,ETH/USD
2023-12-09 18:20:00+00:00,2355.2725,2355.2725,2354.4305,0,2354.4305,0.0,0.0,ETH/USD
2023-12-09 18:22:00+00:00,2355.757,2355.757,2355.757,0,2355.757,0.0,0.0,ETH/USD
2023-12-09 18:24:00+00:00,2356.0855,2356.0855,2356.0855,0,2356.0855,0.0,0.0,ETH/USD
2023-12-09 18:25:00+00:00,2356.504,2356.504,2354.69,1,2354.69,0.1702,2354.69,ETH/USD
2023-12-09 18:27:00+00:00,2356.1405,2356.1405,2356.1405,0,2356.1405,0.0,0.0,ETH/USD
2023-12-09 18:28:00+00:00,2355.354,2355.354,2355.354,0,2355.354,0.0,0.0,ETH/USD
2023-12-09 18:30:00+00:00,2356.1,2356.1,2356.1,0,2356.1,0.0,0.0,ETH/USD
2023-12-09 18:31:00+00:00,2356.6985,2356.6985,2356.6985,0,2356.6985,0.0,0.0,ETH/USD
2023-12-09 18:36:00+00:00,2359.381,2359.381,2359.381,0,2359.381,0.0,0.0,ETH/USD
2023-12-09 18:37:00+00:00,2357.892,2357.892,2357.892,0,2357.892,0.0,0.0,ETH/USD
2023-12-09 18:38:00+00:00,2358.2315,2358.2315,2358.2315,0,2358.2315,0.0,0.0,ETH/USD
2023-12-09 18:39:00+00:00,2359.0,2359.0,2359.0,0,2359.0,0.0,0.0,ETH/USD
2023-12-09 18:44:00+00:00,2360.5185,2360.5185,2360.105,0,2360.105,0.0,0.0,ETH/USD
2023-12-09 18:46:00+00:00,2359.23,2359.23,2359.23,0,2359.23,0.0,0.0,ETH/USD
2023-12-09 18:47:00+00:00,2360.279,2360.84,2359.968,1,2360.84,0.000424724,2360.84,ETH/USD
2023-12-09 18:48:00+00:00,2359.2655,2359.2655,2359.2655,0,2359.2655,0.0,0.0,ETH/USD
2023-12-09 18:50:00+00:00,2360.422,2360.422,2360.147,0,2360.147,0.0,0.0,ETH/USD
2023-12-09 18:51:00+00:00,2360.735,2360.735,2360.735,0,2360.735,0.0,0.0,ETH/USD
2023-12-09 18:52:00+00:00,2359.857,2359.857,2359.857,0,2359.857,0.0,0.0,ETH/USD
2023-12-09 18:54:00+00:00,2360.485,2360.485,2360.485,0,2360.485,0.0,0.0,ETH/USD
2023-12-09 18:55:00+00:00,2359.72,2359.72,2359.72,0,2359.72,0.0,0.0,ETH/USD
2023-12-09 19:00:00+00:00,2358.3605,2358.3605,2358.3605,0,2358.3605,0.0,0.0,ETH/USD
2023-12-09 19:01:00+00:00,2357.715,2357.715,2357.715,0,2357.715,0.0,0.0,ETH/USD
2023-12-09 19:02:00+00:00,2359.815,2359.815,2358.9235,0,2358.9235,0.0,0.0,ETH/USD
2023-12-09 19:03:00+00:00,2359.459,2359.89,2359.459,0,2359.89,0.0,0.0,ETH/USD
2023-12-09 19:05:00+00:00,2359.8,2359.8,2359.3965,0,2359.3965,0.0,0.0,ETH/USD
2023-12-09 19:06:00+00:00,2360.3,2360.3,2360.3,0,2360.3,0.0,0.0,ETH/USD
2023-12-09 19:08:00+00:00,2359.8715,2359.8715,2359.8715,0,2359.8715,0.0,0.0,ETH/USD
2023-12-09 19:09:00+00:00,2360.5035,2360.5035,2360.5035,0,2360.5035,0.0,0.0,ETH/USD
2023-12-09 19:15:00+00:00,2360.5,2360.5,2360.5,0,2360.5,0.0,0.0,ETH/USD
